User_id,Year_of_birth,Gender
16623435409051406753,1985,0
18087763347170618049,1951,0
8247608797604166353,1999,1
12391230505541747105,1950,1
1759860095449412907,1990,0
7742650345029671969,1966,1
2420535498631394729,1994,1
12998631968964380065,2007,1
14316030444102927759,1964,0
14571113921397610385,1984,1
6678872331899594017,1985,0
8620639062086200521,1984,0
3719015921754285825,1963,0
5154392977455271695,2007,1
10070397849745263519,1976,1
5207309335487365537,2000,0
1621691238082632483,1991,0
3074775828857051279,1967,1
13990672895095803177,1998,0
5633679873469419711,1973,1
16687864955118325907,2002,1
17528529054719807183,1984,0
9986649731106262537,2002,0
11717285508009421519,1991,1
8988935834881399967,1993,0
439804600130154769,1980,1
6358773289011911825,2007,1
617834819594061579,1988,1
760211360965898399,1975,1
6201190761396815759,1986,0
18363648541097482783,1951,0
9480702561991890377,1968,0
5334213447103302335,1989,1
6695802620618236073,1967,1
16591534693485234111,1987,0
2885248778542510985,1975,1
13627583103588010577,1958,0
12433369067723059137,1967,1
2114036044610437929,1984,0
2999382976006914465,1985,0
13998047556894553295,1984,0
17776539539741810121,1989,0
1525824105083403409,1989,1
630331961286661071,1975,1
3014239302693088841,2003,1
8040352337148395713,1972,1
13096394911636139983,1976,1
557679486657551507,2003,0
12329878860066870563,1998,1
18326170081257574187,1992,1
17959180183238458921,1956,1
11034736602175109331,2005,1
6173356354532167679,1992,0
12329113024481411665,2009,1
16861717961963656873,1958,1
12784796221329174025,2002,1
6114344006787414399,1959,0
16784651658514410569,1986,1
13881745359738281233,1957,1
12774777416673713705,2000,0
8171337976178121809,1998,0
14135454855233974529,1984,1
10539413255340933673,1974,1
821868785985740735,1954,1
14779552627975181779,1991,1
16905790726544432337,1977,0
2608925824475705641,1993,0
7057110252519711939,2001,1
15196951762409932833,2008,0
3137508271658337555,2001,1
7051488233517067211,1950,0
14094243950007129513,1971,0
18396376825202590633,1993,1
5538541450944302497,1960,1
16435545115378954001,1981,0
8118894754794240073,1953,0
5557112571602736425,1961,1
12109726409437849641,1951,0
16448991354127884175,1997,0
14378005959138980003,1963,1
13309813861478610959,1970,1
6004648197004238729,2005,1
17686685225796871055,1992,0
5442363997787333769,1951,0
16126003296866495787,1959,1
9526488313584082513,1987,1
10086186755005807313,1984,0
9601583852112077471,1964,0
10389520791562175529,2006,0
13299364166120153289,1986,0
11247020017913117475,1982,0
12675153886981662753,1985,0
8195398139939894735,1993,0
3866789516402684171,1968,1
17815610783707535147,1973,1
15346459068319991825,1962,1
17770869158630789903,1961,1
10396475768360747281,2006,0
14493768186476546959,1994,0
9183765080788103841,1979,1
9038112611192343633,1963,0
16628311544240952489,1965,0
15632073619167848713,1953,0
2174342486780357569,1976,0
12350260230104970019,1968,0
14535369674901414929,1991,1
7406402413807234129,1972,0
4664346642818491855,1960,0
6936790589505000385,1951,1
5169579505860252051,1954,1
12301213432499670057,1990,1
8448581412366778283,1977,0
4917421818434941059,1982,0
9700441884344300943,2003,1
7859744003513283215,2009,1
5118510364611211683,1963,1
16977001219907138319,1989,0
986649876037720875,1965,1
14802120578573191039,1951,1
11321968196127098307,1995,1
8029307651042012943,1969,1
12438736565636804299,1973,0
9109455440503703955,1985,1
12372318441030817155,1999,1
15306654063939983147,1987,1
14217818980593849769,2002,1
11556941458902896673,1966,0
15492547079278225833,1997,1
13205495705874143497,1961,0
10157424393505269711,2007,0
9851467270812543497,1991,1
16304998689663536713,1962,1
15657476841505445567,2006,0
13573823416294347689,1993,1
14258546515588368681,1965,0
17650434835026056223,1962,0
1918635351074004521,1981,1
1159498477716875211,1951,1
4390321596767166851,1962,0
946897552815586185,1975,1
14546052383848287113,1972,0
5386082623417459135,1977,0
7239496903421956899,1966,1
9981191406923541073,1985,1
17266606453468668203,2001,1
16916739810397884883,1957,0
8075115392587717071,1981,1
11530688808618453513,1957,1
9586236152397881937,1993,1
10400526478378129055,1973,0
14505841848866202403,1983,1
17435854359703650065,1960,0
4832560838157327139,1958,0
1398358411775579343,1979,0
7398770414091529161,1971,1
4205817138952723745,2006,0
6512496543185216811,1995,1
9179493662136621855,1994,1
8460218573308573193,2004,0
708185496676432415,1955,1
14981415630253474729,1983,1
13029246600538886435,1985,1
12228011739926356639,2007,0
5884369537555826895,1967,1
2340260500169224865,1964,1
18048088931157308049,1956,0
17933504642792673311,1950,1
6790884469020091145,2005,0
9546713803507182673,1990,1
6406640656100506057,1997,0
8112197277810093839,1966,0
18065610490556196051,1985,0
10791219527063173903,1953,1
14415115838395939083,1979,1
12487899558933475601,2008,0
3497172473788962979,2002,0
11394971745801185353,1970,0
11674214461973168081,2007,0
15394287856052039423,1963,0
8233406428065437839,2006,1
10534912118167834767,2006,0
2795326900804500747,1997,1
6232535011840171593,1987,1
9164736557986246559,2002,1
15894007177840007977,1967,0
16492279362908873171,2000,1
7258921236736620561,1987,1
1558148965486705321,1950,0
11510073520839553089,1970,1
8030017350295049641,1958,0
14316598710815052051,2008,0
4138761068214682767,1978,0
15244063922768000593,1979,1
10178231499352002063,1988,1
14444283012559556137,1972,1
3831137539629329619,1958,1
1405794395515459497,1999,1
4134241727992027657,1961,0
4674973867380703531,1980,1
8417613946442315465,1963,1
16466744824811109521,1955,0
3527203759747451401,2001,0
11520134793608108177,2008,1
8241511496624491391,2007,0
13059295875579154847,2004,0
12673476981392819625,1996,1
404006519151570943,1969,0
18318684015500505641,1954,1
7853504656460683667,1974,0
16387025913630299427,1963,0
12794354672328031887,1957,0
12181568718859093391,1953,0
10573565887625075657,1993,0
5655099356941524945,1950,0
11214468847342938527,1996,1
16387554799766758281,1958,0
7984893779288853585,1954,1
1725717256277811583,1955,0
4219454914639391119,1990,0
2714239609986622991,1964,1
3229601735511217951,1975,0
3493234051998710479,1983,0
17068304209133212073,2001,1
17767631447277087905,1993,1
15968497216601179049,1966,1
879793548536062017,1957,1
10563973515511211273,1953,0
15108274274842503305,1968,0
413255956117022121,1965,0
22350109829183951,1977,1
11919479559391486537,1990,0
17266343021493380895,1991,1
13309762614992678609,1967,0
1310615607828493519,1972,0
10866417591133307179,1960,0
14608888765565209553,1997,1
6509201401771134155,1953,1
3889153307774773395,1991,1
9940898400171935,1996,1
3229278318184563859,1996,1
6483733646677355425,1965,0
14762105146686850337,1972,1
13975685144434985679,1985,0
1278286288554203201,1966,1
3897541922417028559,1972,1
11108447890731375055,1961,1
543027792783162305,1977,1
7684083960244142751,1952,1
8730035788825884961,1997,0
9362624475234545961,1954,1
530945614588579487,1981,1
11134095772747341825,1968,0
7309570450103893577,1984,0
6822924523688086819,2007,0
5849884230738210385,1988,1
3844477747258649033,1952,1
10706499198534119361,1975,0
7596301966911821385,1980,1
16780024500419224223,1982,1
14946837044504379305,1990,1
7393256786845347841,1966,1
4977058043814856465,1957,1
16266541474434474017,1973,0
15196396624440821833,2007,0
8995393982608731073,1961,1
14095417922410642321,2004,0
2514696173669158033,1982,1
2863909941309040545,1977,1
726316021495057041,2002,1
1020951022932482505,1977,1
4752386328227962019,1993,1
15279841543939726367,1973,1
5875032499760624521,2004,1
14662638248344996755,1991,0
2272491686808863487,1991,0
5915651328702584207,1969,0
12441239455773727529,1995,0
8826428303161548995,1988,0
5424101816504557353,1964,1
13848137884884022345,1959,1
9132005448805623243,1997,1
8202006590004585167,2007,0
12697491986491780811,1977,0
185415213456418817,1985,1
9542305001657977763,2001,0
1413022911554169635,1977,0
14402483956367260073,2007,0
14722732517605177489,1984,1
13065672846695635593,1999,1
1461020557145411617,2004,0
17181335396473359823,1998,1
12186764400647221759,1959,0
8594374135138325057,1987,1
8520730954338772769,1973,0
16163250209113083177,1953,0
6574620689302163663,1975,0
13678447391784471503,1965,0
10998302487735052495,2000,1
404615150652920479,1951,1
4568278687690495647,2007,0
447322275499131647,1971,1
10429475275713172225,1971,0
10797625653287236543,1950,1
13413419520268350537,1961,0
7369806652328471633,1974,1
1611134463036722217,2005,0
8162653385377002255,1955,0
17336714314073488065,2006,1
5938658903365534097,2002,1
4663910803524578337,1977,0
16853439547608728137,1969,0
13803169161930326601,1963,1
1264493606146049041,1986,1
5943982890021389897,1951,1
6325803155460623249,1950,0
16191206222858565201,1975,1
3601338687674969791,1954,0
16644727744042771587,1965,1
15534721626178586315,1963,0
4241263409374992831,1965,0
15255525288471119889,1957,1
9315907511644976843,1950,1
17397053747987119571,1956,0
14720153955479169961,1987,0
1251191599906766091,2008,1
2138928021753938857,2009,0
14402473796313339857,1974,0
1143909289154719785,1959,1
15239461259221285793,1988,0
4873221927157834527,1979,0
418530505202764865,2009,0
14733620847066464171,1953,1
13554063069658198721,1996,0
13442428294613365519,1967,1
15508478477646338633,1964,0
4802047862635821713,1989,1
9629421092802873803,1964,1
1031619405841907471,1989,0
16459049824690165707,1981,1
14410663143682296767,1975,0
2669598319749898707,1983,0
9374198913447065103,1967,1
3185762632036676777,1992,0
8995728356450578089,1974,1
8269327020972933387,1971,0
2418417386691425673,1999,1
15380477396215184041,2005,1
16274986600049164707,1952,0
5240996224351491465,1963,1
12039629437636759433,1970,1
11577989702756091807,1998,0
13764419538718116383,2009,0
12829255559711988105,2008,1
12078136882324411523,2004,0
10603175422531735617,1967,0
5442622160223909835,2009,1
4542366364744329,1964,1
4847058481886251937,1956,1
11569303163773632703,2007,0
16465960929431823555,1964,0
8167073599272208683,1991,1
14631747429606985993,1953,0
2948938925159014079,1993,1
7651629142950252971,2002,0
3392406155233569951,1966,1
8048186572141394123,1972,0
3376275492245614889,1972,0
6724809803842715689,1994,0
1345715081467734217,1964,0
7322323491643805903,1960,1
3018086554179602091,1976,1
13205129821436311121,1968,0
2467948186068604177,2000,0
4471121965509770699,1964,1
18125093521166008577,1980,0
6780199567897189055,2006,1
14294032627235037089,1988,0
1552007114329504043,2002,1
11553504215632886033,2006,0
3190628619707939019,1995,1
5633545258552957739,1991,1
5039144060533665935,2008,0
9168556712499691151,2009,1
10912031424450216193,1977,0
14674413190778546347,1954,1
16637328247070593065,1967,0
13510883292143459025,1959,1
11753789192230189713,1975,1
7083550097353242507,1957,0
6797521777802602943,1986,1
9965062997969468607,1972,0
12764582447991272073,2003,1
13904271280838940687,2008,0
16875294159510533919,1982,1
2164342934293807571,1966,1
4173292280272762155,1985,0
4015800928081770065,2003,1
5546481196187009823,1974,1
12021189200361213001,1983,1
10235466100265429391,1966,1
3092183650054592139,1977,1
9843505738535366737,1974,0
7790367644404145419,1964,1
13397097476767850187,1980,1
2660606846983716425,1968,1
10931514058036703297,1972,1
13870265052349700177,1981,1
13243847529083222049,1995,1
8003324806540018467,1970,1
11793311605069617555,2005,1
15608777416541752611,2001,0
92186614253148435,1952,1
10991371789650156289,1965,1
2845380395034994895,1976,0
5055981380615511081,1956,0
17340829206386285649,1970,1
6519582330674099199,1994,1
17146104936130235809,1990,0
5346423343570296913,1987,1
7987319234272539923,1992,0
9802008915619704065,1962,1
11164811664735271891,1970,1
16024332905387114187,1990,0
15179467593339908393,2002,0
18370334785106401065,1982,0
12268589177437869199,1966,0
17350562226177712831,1951,1
5527022001579647177,1992,1
18102349187454017323,1950,0
5811804881591958569,1972,0
17769451504837376543,1981,1
8509263031668257535,2005,0
11158922746336832207,1955,1
15226755416766755075,1974,0
5102345888562862889,1951,1
15363240336791340201,1970,1
6671356352466617123,1987,1
15127415502640919561,1966,0
5966884809170844627,1962,0
8628356441840259369,1956,1
9678475052163990609,1984,1
16544199414004412815,1991,1
13716384931614297291,1990,1
16998862235249445385,2006,1
6993831862731849681,1950,0
7854213650531534881,1988,0
12812186882849290793,1986,0
1893484548257130795,1985,1
16594065417788863007,2007,1
8434906458589162367,1951,1
8389335538937934607,1991,1
9958741211543040527,1998,0
8045580479167755043,1980,1
7745668380183619275,1970,1
3199212339134896907,1997,0
16236199004055462699,1955,0
13712579528231971795,1976,0
13740002677810164809,1981,1
3925227888403672481,1991,0
5224245562426929857,1955,1
5812731631296336543,1963,0
12854930368345672335,1974,1
11076668603284407075,1987,1
2014489403287341007,2003,1
1449494396746655297,1987,0
16892169877988337865,1958,0
2879486757835576107,2008,1
6212623234327023763,2002,1
18078111623712677777,1980,0
17270952930106618121,2005,0
7340431729937895849,1982,1
18342747241570019087,2005,0
2235540397808900895,1999,0
18312048922892933073,2008,1
4943432503285027873,2005,0
12635313142461340041,1952,1
2685200661352464553,1960,1
11229221849788792107,1973,0
14641594876944138177,2007,1
16004562772880654719,1968,0
2776106571107103951,1959,0
14690832395348118739,2003,0
9064184994910886099,1976,1
3917583664309097355,2004,0
4339886049498390089,1959,1
4812016726349467409,1989,0
10475141078207023251,1976,1
8021306394094080191,1954,0
7967983210361485569,1991,0
4211664505944580297,1964,0
11347635097689959295,1952,1
3627241483708631593,1953,0
18198898005365030153,1953,1
2643479746474141889,2004,1
4301557420837611305,1994,0
9764308113698269705,2003,0
13707656386482481929,1990,0
4293284633173423119,1981,1
17640986827340591817,1968,1
3161126029573792447,2009,0
10282502129667496593,1971,0
5376255092989911209,1978,0
7930986932054458785,1972,1
14379979541455562657,2008,0
11771414801925523233,1960,1
8207813916328447679,1969,1
1717582044212390945,1990,1
898489748043995647,1953,1
18058095671118795555,1986,0
6307406669058542467,1978,0
573223221618056127,1967,1
14818222678569438499,1964,1
10884972410099164073,1980,1
8346053232035023369,1972,0
10373751225239469321,1977,1
6806625518800842911,1970,0
11868011761190856841,2008,0
13648415079601181647,1958,1
7913347562683494611,1955,0
2197796538696777643,1970,1
4009199438448239617,1985,0
12461678208871095377,1989,0
9451845093009357393,1973,1
17048141752895371529,2009,1
10071734879109364737,1971,1
11542354741896900393,1993,1
17413234024531219103,1988,0
15416169926508921121,1998,1
12817537993538102479,2008,1
15803078069338768843,2003,0
18033422783251547945,1995,1
4952271281249164755,1991,0
6356862639961009737,1970,0
9017962301160320787,1958,1
14941411902495971601,1953,0
17976939155594376993,1964,0
7375762213867143083,1975,0
12203795200944825609,1981,1
3376167368566758355,1996,0
17612796116702475935,2007,0
15906748488340673161,1957,1
1710941842789019407,1956,0
12484833144185001681,1985,0
8719516885446454571,1994,1
5924741378056086729,2000,0
2554402501668372747,2006,1
10949028988775922705,2009,1
14115809033345451049,1973,1
1916182586785419937,1972,1
15010784706612119489,1958,1
13152552977472208671,1991,1
1765147008398757843,1989,0
6725730444965544993,2001,0
539328405867373857,1955,0
12422642631347495683,1979,1
9556297289767525257,1984,0
9055444181905034537,1964,0
7209273348679170729,1960,0
10587506294223641769,2001,1
5408474766945398783,1953,0
13885259989605309841,1978,1
9891206048300219537,1956,1
17169934595171865161,1977,1
186386625267029569,2008,1
17263713260713019969,1975,1
235052879087751823,2001,1
8430425414443403409,1957,1
10625102290398492963,1966,1
8898826545830569121,1974,1
6924825026399090127,1973,0
3282196870131183657,1990,1
8814868594014368707,1970,0
5020604804926268841,1992,1
4669012194532182409,1988,1
16707384237942070441,1973,0
7987145329803494859,1975,1
1846075180690312913,1986,0
14730030341062661251,1954,1
6852409965823041231,1999,0
15234532841900554443,1989,0
17340604263845974097,1993,1
15475426295862063369,1982,0
267194303810794511,1956,1
4496526489766395689,1974,0
6775651223799089673,1974,0
17371655966893646495,1969,1
4023834482356036387,1951,0
2826880419742206355,1994,1
6928219659382860175,1956,1
6015454034601306025,1986,0
14594802916100384979,1992,1
6751875449250754857,1988,1
3177787960588107345,2007,0
5867344482608446465,1956,1
15260760799657843487,2002,0
8834061151860693585,1951,0
8703288737418691881,1982,0
17387532749003332815,1974,1
10784766883563849129,1981,1
1219813730971088585,1971,1
7295873037509354281,1961,1
17311159143556390185,1951,1
16935881419517553161,1981,1
17078567511950440905,2000,1
5618441673473236943,1972,1
9913288773601396687,1963,1
2216204408295472063,1954,0
9776463459867707273,1955,0
6534802587872766121,1963,0
10696511193216071839,1956,1
13862638898545271337,1965,0
9370496516874222281,1953,0
2339482553375214881,1953,1
11877991699501972881,2001,0
3097781765582945055,1959,1
15351340397277403923,1983,1
7563601140757041599,1996,1
3836434157658374591,1977,1
11115060915548265033,1959,1
9434435858041707553,1961,1
17421673727068230609,1975,0
11775539585023722897,1981,1
9560081891126615969,1970,1
17668510541261008969,1996,1
3024378933642794767,1995,0
8905163290678147007,2005,0
10646039797235438543,1951,1
12972949887557101259,2003,1
3348484071308827793,1973,0
15477145833724652963,2002,0
9947842593504592937,1991,0
259542904080964177,2009,1
13132539116706511825,1995,0
938630433741857667,1971,1
6496201565802857217,1980,0
6335475836431135123,1972,0
13643669912943391881,1971,0
11454076914691295945,1965,1
16216069170490343377,1979,0
15632064813974416969,1990,0
18324390998508708511,1966,0
14777231884272825425,1981,0
5739071219835645513,1957,1
7671166325048860673,1959,0
7788097000088584745,1952,0
4652172433466815121,2008,1
11040536895784932097,1950,0
8517637508522933391,1960,1
1957376114340711183,1986,0
6548198423595494993,1954,0
8948491074355259539,2002,0
8002119678411192467,1993,0
6284106348196642977,2007,1
10718013870294304169,1980,0
7826856557475944991,1968,0
2357086076927237839,1982,0
3921013907507743523,2005,1
3176834725847675177,1981,1
14903930739456886547,1966,0
6774512928211662479,2002,1
15815589583674099457,1972,1
16312261950073954505,1950,0
13178302163592952489,1964,0
15825298979635300799,1969,1
15475859280926376147,2001,1
16976979142868188713,1977,1
4784304280147898323,1976,0
470345827501487039,1970,1
12366671447323748417,2002,0
4172869477555481899,2006,1
5732273601236754833,2009,1
879829542769434063,1972,1
2507752718483412639,2007,1
155550429325630025,1997,1
9002150225253803775,1990,0
6551620044685888191,1964,0
12694892496205498251,1962,1
4811618379823597601,1959,1
11844554493348122401,2005,1
2927756347264743617,1967,0
337874656924330511,1977,0
16267221614402185641,1979,0
12028998606559289039,1996,0
17866695630504754057,2000,0
14362080824208234145,1958,1
1932257069054675347,1975,0
14291809764157351177,2000,1
4075592712167604873,1999,0
476815061957346243,1956,0
14976879023271016329,1959,1
5279446566429647945,1968,0
9184445792717910089,1954,0
478426893913041067,1975,0
12617417135543769225,1956,1
3060040938884756611,1984,0
16019747627364536015,1964,1
2868454362899335849,1985,0
13079796058469582803,1957,1
2763243268616601489,2008,0
8830951356972558991,2005,1
1562658391845109545,1973,0
3082564822196425409,1964,0
7534028446091993641,1965,0
11847821222405989675,1979,0
300934717676955023,1952,0
794711750547119057,1988,0
10711528746707890369,1974,0
2775697759890049155,1972,0
5240289575342482833,1998,0
13173576330890984457,1992,0
14395061721799076879,2007,1
4657605530835698847,1971,0
839613347472642705,2003,0
4538067450513260233,1996,1
16719049004231449759,1971,1
10992405970771261441,1987,1
17054890644549420063,1967,0
8897867063223265411,2002,0
12527623723211440799,1956,1
2875457989009579177,1962,0
8253759797592594063,1960,1
16069039554552305833,1974,1
3559695320635207839,1994,0
13082561773393713679,1981,0
9792514749627850409,1979,0
18255410950481822505,1950,1
3827921500114678991,1975,0
13941670626366708899,1953,0
17895589179373706923,1962,0
16004169157132151583,2005,0
11104769386681631881,1962,1
13979887515267593609,2001,1
16680850768234858787,1998,0
6539971505628006857,1959,1
13024988438989626147,1986,1
11525213837728801809,1956,1
3855396460173947465,1993,1
3098300694590776721,1988,1
3504618338106116227,1998,0
9222505118701752787,1978,1
8047703576842484521,2004,1
3629746513283323849,1952,1
5622557308409621279,1967,0
9136304703262476873,1992,1
16952161262302641355,1975,0
15217110873734926095,1960,0
8933687974583882399,1956,1
5612319763055674793,1999,0
7994497816141021257,1978,1
17983139584569540523,2002,0
5865670983210199423,1993,1
11882860253943943049,1974,1
4376843341852621097,1972,1
6781775876539448329,1980,1
17369675515862856491,2003,1
11930959433689296265,1994,0
2731256974192307657,1950,0
14034106653032064161,1991,0
16635291318436034593,2005,0
10408641656039032963,1992,1
13151881363819581609,1960,1
16464820334699646633,1979,1
15610013382537465547,1958,0
459126077198241065,1971,0
7301795311455515679,2006,0
11814060692175272083,2005,1
14021607892508514241,1966,0
3318675238097556691,1970,0
6380176694889115043,1986,1
1797157406954885801,2007,0
4310988312668898083,1958,1
7199476972727109771,1965,0
3830845945380200737,2002,0
8110312402312703759,1979,0
4860531467932875561,2003,0
14817153289498048593,1961,1
10403447092386084267,1981,0
7486871629631372319,1969,0
18036484014969868873,1968,1
5677563700192416417,1976,0
3550134686107541135,1975,1
17590072414951927337,1971,1
11722985181901407999,2004,1
6491626200312326729,1993,1
17882391657680020739,1993,0
6726554203724198303,1967,1
12156186614891674281,1984,1
4013507950865485599,1996,1
3737709080990060833,1997,0
17670530981259840387,1970,1
14225791855325111889,1996,1
11701905765116790921,1994,1
12564196748612567809,1958,1
1501210260528862241,2001,1
3928009330996289185,1976,1
10359431502613577513,1979,0
18156116262474804499,1976,0
3805700210853037843,1984,1
5066327205047792939,1987,0
12536719743303961387,1979,0
14753615997410700449,2002,0
16840001795128064649,1987,0
14866086589728164937,1974,1
18006269611767731489,1975,1
16442637952158661647,1998,0
2261465061199898063,1970,1
14660496417315495953,1962,0
991247795349399945,1953,0
16329825642542668735,2002,1
2688347795867103395,2005,0
6508075828292202959,1957,1
9602495006676807551,1970,0
17882536005962086465,1960,0
6492679453438139851,1956,0
15658319944302838033,2003,1
16233283073377327019,1953,0
11582418966039266825,2008,1
8748594342555572691,1955,1
6456106250145626911,2001,0
2814754908657376555,1983,1
17949369204022319273,1972,0
4409274779929754923,1970,0
14964593504087620393,1995,1
16100111950263220675,1968,0
14061748649415835947,1989,0
13224531275140286671,1981,0
9934816419091145603,1979,0
13527361084723260319,2004,0
13624308633571887105,1983,1
12499160386502327235,1999,0
16477938317433015585,1993,0
4105902806329970575,1952,0
570824583148002463,1996,0
3480185788154414379,1963,1
2391991686534531465,2004,0
2520696177689240745,1952,0
5646355111388697763,1969,0
16290680229250788227,1955,0
5247294004796349065,1978,0
2245483247283993377,1999,0
7847183055642801359,1967,0
14225982766450251171,1959,0
10185259146678196395,1969,1
14658327237058746577,1998,1
12155855814408737809,1958,1
18281093520404310227,1963,1
11728736871538905387,1954,0
9999892773214337297,1992,0
9934922998238266767,1973,1
14875164823150974155,1968,1
14843675597432031265,1993,0
18342371112430242603,1970,1
4471213638611169425,1993,1
5794083101468722891,1998,0
6953446054675926921,1963,0
16357964448088381521,2008,0
4043119999517156291,1959,1
8688677893056794665,1967,1
2398070016191605187,1960,1
13746350885387726473,1970,1
16872048090594882699,1978,0
11301933662312351785,1981,1
3648446551976335759,2001,1
17570937746220766923,2003,1
221385039113455403,1963,0
1106486421874064081,1987,0
8544300664853203745,1956,1
14079449103223606303,1977,1
6792437176205713425,1969,1
6748969971328298385,1968,0
10590449324754758799,1978,1
12746137822856896073,1993,1
7434348688218731779,1954,0
5255632329043709711,2002,1
1227057089258501059,1994,1
7800027316633000139,1960,0
16651723276352479785,2006,0
6891283906678035497,1980,0
11805419139682865567,2009,0
18426214368242668241,1961,1
11108122767376500947,1982,1
16166780448419638051,1967,1
8652310491066493867,1968,1
11277912281363722897,1985,0
2521107646578001579,2005,0
18185713249064799241,1998,0
3121408997629012545,1993,1
7746606764259230627,1983,1
3102360616494816207,2005,1
3377791977611841935,1979,0
5568684964406707217,2002,1
8578380233651206921,2000,1
10295664908871592959,1962,1
3268568079296777163,1996,1
10438718864634120963,1950,1
3441311854416865353,1969,0
11565298748704954017,1963,1
16123688738592890665,1980,1
11264024357531503825,1994,1
18002761194459814089,1955,1
16898962728773375657,1980,1
532956711697408811,2006,1
8731919075341133217,1963,0
13218721900491406499,1990,0
2733267987155681313,1985,1
9747460177175162633,1950,0
12923425638524237481,1978,1
16190268714053151951,1992,1
4346665642609572561,1952,1
13971275322171386827,2002,1
8877005006790831999,1981,1
11841131361346637001,1951,0
9031820528618108881,1963,1
14266371313094158271,2007,0
13620742031830852265,1984,1
11823307533431117993,1956,1
6050552868513143563,1967,1
16830465162758320065,1977,0
17042140163781778195,1951,1
17350491765487030031,1974,1
4095716121299085519,1979,0
12384018581044473121,1964,1
349137892150367499,1985,1
159982385703172897,1995,1
13073662707879692223,1964,1
384402892990118049,1987,0
3934589981607626127,1988,0
18321143221586745087,2006,1
14823838560712927273,1996,0
16232278117891900367,2000,1
3390494516434813471,1979,1
6466878550676892447,1961,0
13010880911442033225,2009,0
9123112856238191359,1957,1
15323925227898481809,1978,0
16741342977761628193,1954,0
9824980428969882399,2006,0
6241643517961466383,2007,1
985099849534955731,1993,0
13821766505424731025,1970,1
2993659011855598379,1965,1
14382550608441410257,1965,0
11271488897797255337,1957,0
1946420288772666001,1981,1
4787423299510208705,1958,1
2221245123253862665,1969,0
1057222452593933249,1987,1
15593468618667157065,1993,1
9891906331913240617,1951,1
14403602660421254035,1975,0
11044223174919929359,1989,0
13585957798750309009,2001,0
6387636870138749739,1978,0
8782026760134093567,2008,0
10558092657245329343,1965,0
6590640814915157777,1950,1
8900369893566377161,1979,0
2498877912951578825,1965,1
16966187340220744233,1999,0
8144989831144280847,1963,1
3113821354646394633,1968,0
13886433021555515177,1997,0
12480263821023270913,1992,1
14006861275366620833,1983,1
14898556799457693473,1992,1
6837004311700251561,1975,0
9234716175050826753,1950,1
16251269447416491775,1950,1
1942270604916866001,1980,0
13090647679260140943,1954,1
1848442118447690623,1953,0
16212761250566265631,2007,0
8552831294934602025,2001,1
7402293173812301481,1959,1
4622715213237922847,1950,0
9556473496040101961,2006,1
16719560892309043113,1966,1
18358401155023487393,1961,0
15115229034617199379,1991,0
10112340262601824209,1956,1
6505977423732885761,1965,0
3649428250791496233,2008,1
